#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	673110	674390	-	ybtX	1-1281/1281	===============	0/0	100.00	99.61	vfdb	NP_405476	(ybtX) putative signal transducer [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	674383	676185	-	ybtQ	1-1803/1803	===============	0/0	100.00	99.78	vfdb	NP_405475	(ybtQ) inner membrane ABC-transporter YbtQ [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	676172	677974	-	ybtP	1-1803/1803	===============	0/0	100.00	99.61	vfdb	NP_405474	(ybtP) lipoprotein inner membrane ABC-transporter [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	678141	679100	+	ybtA	1-960/960	===============	0/0	100.00	99.48	vfdb	NP_405473	(ybtA) transcriptional regulator YbtA [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	679291	685395	+	irp2	1-6106/6108	========/======	1/1	99.95	98.87	vfdb	NP_405472	(irp2) yersiniabactin biosynthetic protein Irp2 [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	685485	694976	+	irp1	1-9492/9492	===============	0/0	100.00	99.33	vfdb	NP_405471	(irp1) yersiniabactin biosynthetic protein Irp1 [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	694973	696073	+	ybtU	1-1101/1101	===============	0/0	100.00	99.73	vfdb	NP_405470	(ybtU) yersiniabactin biosynthetic protein YbtU [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	696070	696873	+	ybtT	1-804/804	===============	0/0	100.00	99.50	vfdb	NP_405469	(ybtT) yersiniabactin biosynthetic protein YbtT [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	696877	698454	+	ybtE	1-1578/1578	===============	0/0	100.00	99.81	vfdb	NP_405468	(ybtE) yersiniabactin siderophore biosynthetic protein [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	698585	700606	+	fyuA	1-2022/2022	===============	0/0	100.00	99.95	vfdb	NP_405467	(fyuA) pesticin/yersiniabactin receptor protein [Yersiniabactin (VF0136)] [Yersinia pestis CO92]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	1836803	1837354	-	papX	1-552/552	===============	0/0	100.00	97.46	vfdb	NP_755457	(papX) PapX protein regulates flagellum synthesis to repress motility [P fimbriae (CVF425)] [Escherichia coli CFT073]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	1839128	1839441	-	papB	1-315/315	========/======	1/1	99.68	98.41	vfdb		(papB) regulatory protein PapB [P fimbriae (VF0220)] [Escherichia coli CFT073]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	1839846	1840079	+	papI	1-234/234	===============	0/0	100.00	94.87	vfdb	NP_755468	(papI) regulatory protein PapI [P fimbriae (VF0220)] [Escherichia coli CFT073]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	1848546	1850327	+	iucA	1-1782/1782	===============	0/0	100.00	99.83	vfdb	NP_709454	(iucA) aerobactin synthesis protein IucA [Aerobactin (VF0123)] [Shigella flexneri 2a str. 301]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	1850328	1851275	+	iucB	1-948/948	===============	0/0	100.00	99.79	vfdb	NP_709455	(iucB) aerobactin synthesis protein IucB [Aerobactin (VF0123)] [Shigella flexneri 2a str. 301]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	1851275	1853017	+	iucC	1-1743/1743	===============	0/0	100.00	98.16	vfdb	NP_755500	(iucC) aerobactin siderophore biosynthesis protein IucC [Aerobactin (VF0229)] [Escherichia coli CFT073]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	1853014	1854335	+	iucD	1-1323/1338	========/======	1/1	98.80	96.30	vfdb	NP_755499	(iucD) L-lysine 6-monooxygenase IucD [Aerobactin (VF0229)] [Escherichia coli CFT073]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	1854273	1856574	+	iutA	1-2280/2280	========/======	3/24	99.96	88.32	vfdb	NP_755498	(iutA) ferric aerobactin receptor precusor IutA [Aerobactin (VF0229)] [Escherichia coli CFT073]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	1857509	1861410	+	sat	1-3900/3900	========/======	1/2	100.00	99.46	vfdb	NP_755494	(sat) Aecreted auto transpoter toxin [Sat (VF0231)] [Escherichia coli CFT073]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	1876097	1877773	+	kpsD	1-1677/1677	===============	0/0	100.00	99.05	vfdb	AAA21682	(kpsD) KpsD [K1 capsule (VF0239)] [Escherichia coli O18:K1:H7 str. RS218]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	1888435	1889094	-	kpsT	1-660/660	===============	0/0	100.00	100.00	vfdb	AAA24047	(kpsT) KpsT [K1 capsule (VF0239)] [Escherichia coli O18:K1:H7 str. RS218]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	1889091	1889867	-	kpsM	1-777/777	===============	0/0	100.00	99.87	vfdb	AAA24046	(kpsM) KpsM [K1 capsule (VF0239)] [Escherichia coli O18:K1:H7 str. RS218]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	1890927	1891348	-	gspM	1-422/423	===============	0/0	99.76	93.60	vfdb	YP_404609	(gspM) general secretion pathway protein M [T2SS (VF0333)] [Shigella dysenteriae Sd197]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	1891464	1892324	-	gspL	1-861/861	===============	0/0	100.00	94.77	vfdb	YP_404608	(gspL) general secretion pathway protein L [T2SS (VF0333)] [Shigella dysenteriae Sd197]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	1892639	1893616	-	gspK	1-978/978	===============	0/0	100.00	96.63	vfdb	YP_404607	(gspK) general secretion pathway protein K [T2SS (VF0333)] [Shigella dysenteriae Sd197]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	1893613	1894182	-	gspJ	1-570/570	===============	0/0	100.00	94.39	vfdb	YP_404606	(gspJ) general secretion pathway protein J [T2SS (VF0333)] [Shigella dysenteriae Sd197]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	1894215	1894586	-	gspI	1-372/372	===============	0/0	100.00	92.20	vfdb	YP_404605	(gspI) general secretion pathway protein I [T2SS (VF0333)] [Shigella dysenteriae Sd197]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	1894583	1895113	-	gspH	1-531/531	===============	0/0	100.00	94.73	vfdb	YP_404604	(gspH) general secretion pathway protein H [T2SS (VF0333)] [Shigella dysenteriae Sd197]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	1895150	1895605	-	gspG	1-456/456	===============	0/0	100.00	96.05	vfdb	YP_404603	(gspG) general secretion pathway protein G [T2SS (VF0333)] [Shigella dysenteriae Sd197]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	1895646	1896845	-	gspF	1-1200/1200	===============	0/0	100.00	94.17	vfdb	YP_404602	(gspF) general secretion pathway protein F [T2SS (VF0333)] [Shigella dysenteriae Sd197]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	1896845	1898338	-	gspE	1-1494/1494	===============	0/0	100.00	94.91	vfdb	YP_404601	(gspE) general secretion pathway protein E [T2SS (VF0333)] [Shigella dysenteriae Sd197]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	1898338	1900188	-	gspD	1-1836/1836	========/======	1/15	100.00	96.06	vfdb	YP_404600	(gspD) general secretion pathway protein D [T2SS (VF0333)] [Shigella dysenteriae Sd197]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	1900428	1901258	-	gspC	1-831/831	===============	0/0	100.00	93.86	vfdb	YP_404599	(gspC) general secretion pathway protein C [T2SS (VF0333)] [Shigella dysenteriae Sd197]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	2449983	2451011	-	chuS	1-1029/1029	===============	0/0	100.00	99.51	vfdb	NP_756169	(chuS) heme oxygenase ChuS [Chu (VF0227)] [Escherichia coli CFT073]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	2451060	2453006	-	chuA	1-1947/1947	===============	0/0	100.00	99.69	vfdb	NP_756170	(chuA) Outer membrane heme/hemoglobin receptor ChuA [Chu (VF0227)] [Escherichia coli CFT073]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	2453648	2454640	+	chuT	1-993/993	===============	0/0	100.00	99.70	vfdb	NP_756175	(chuT) periplasmic heme-binding protein ChuT [Chu (VF0227)] [Escherichia coli CFT073]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	2454660	2455997	+	chuW	1-1338/1338	===============	0/0	100.00	99.10	vfdb	NP_756176	(chuW) Putative oxygen independent coproporphyrinogen III oxidase [Chu (VF0227)] [Escherichia coli CFT073]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	2456010	2456504	+	chuX	1-495/495	===============	0/0	100.00	100.00	vfdb	NP_756177	(chuX) putative heme-binding protein ChuX [Chu (VF0227)] [Escherichia coli CFT073]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	2456504	2457127	+	chuY	1-624/624	===============	0/0	100.00	98.40	vfdb	NP_756178	(chuY) ChuY [Chu (VF0227)] [Escherichia coli CFT073]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	2457176	2458168	+	chuU	1-993/993	===============	0/0	100.00	99.50	vfdb	NP_756179	(chuU) heme permease protein ChuU [Chu (VF0227)] [Escherichia coli CFT073]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	2458135	2458935	+	chuV	1-801/801	===============	0/0	100.00	99.75	vfdb	NP_756180	(chuV) ATP-binding hydrophilic protein ChuV [Chu (VF0227)] [Escherichia coli CFT073]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	2797644	2799072	-	aslA	1-1428/1428	========/======	1/1	100.00	98.46	vfdb	AAG10151	(aslA) putative arylsulfatase [AslA (VF0238)] [Escherichia coli O18:K1:H7 str. RS218]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	3496351	3496953	+	fimB	1-603/603	===============	0/0	100.00	98.18	vfdb	NP_757239	(fimB) Type 1 fimbriae Regulatory protein fimB [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	3497431	3498027	+	fimE	1-597/597	===============	0/0	100.00	98.66	vfdb	NP_757240	(fimE) Type 1 fimbriae Regulatory protein fimE [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	3498452	3499057	+	fimA	1-606/606	===============	0/0	100.00	92.24	vfdb	NP_757241	(fimA) Type-1 fimbrial protein A chain precursor [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	3499122	3499661	+	fimI	1-540/540	===============	0/0	100.00	98.33	vfdb	NP_757242	(fimI) Fimbrin-like protein fimI precursor [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	3499698	3500423	+	fimC	1-726/726	===============	0/0	100.00	98.48	vfdb	NP_757243	(fimC) Chaperone protein fimC precursor [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	3500490	3503126	+	fimD	1-2637/2637	===============	0/0	100.00	98.26	vfdb	NP_757244	(fimD) Outer membrane usher protein fimD precursor [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	3503133	3503666	+	fimF	1-534/534	===============	0/0	100.00	97.38	vfdb	NP_757245	(fimF) FimF protein precursor [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	3503679	3504182	+	fimG	1-504/504	===============	0/0	100.00	98.02	vfdb	NP_757247	(fimG) FimG protein precursor [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	3504193	3505104	+	fimH	1-912/912	===============	0/0	100.00	97.15	vfdb	NP_757248	(fimH) FimH protein precursor [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	3929988	3934118	-	vat	1-4131/4131	===============	0/0	100.00	99.71	vfdb	NP_752330	(vat) Haemoglobin protease [Tsh (VF0233)] [Escherichia coli CFT073]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	3937735	3938488	-	yagV/ecpE	1-754/756	===============	0/0	99.74	98.41	vfdb	NP_286006	(yagV/ecpE) E. coli common pilus chaperone EcpE [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	3938412	3940055	-	yagW/ecpD	1-1644/1644	===============	0/0	100.00	99.15	vfdb	NP_286007	(yagW/ecpD) polymerized tip adhesin of ECP fibers [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	3940045	3942570	-	yagX/ecpC	1-2526/2526	===============	0/0	100.00	97.66	vfdb	NP_286008	(yagX/ecpC) E. coli common pilus usher EcpC [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	3942596	3943264	-	yagY/ecpB	1-669/669	===============	0/0	100.00	98.06	vfdb	NP_286009	(yagY/ecpB) E. coli common pilus chaperone EcpB [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	3943321	3943908	-	yagZ/ecpA	1-588/588	===============	0/0	100.00	98.47	vfdb	NP_286010	(yagZ/ecpA) E. coli common pilus structural subunit EcpA [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	3943983	3944573	-	ykgK/ecpR	1-591/591	===============	0/0	100.00	99.32	vfdb	NP_286011	(ykgK/ecpR) regulator protein EcpR [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	3953826	3958076	+	fdeC	1-4251/4251	===============	0/0	100.00	99.62	vfdb	YP_002390132	(fdeC) adhesin FdeC [FdeC (VF0506)] [Escherichia coli O45:K1:H7 str. S88]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	4228210	4228871	-	entD	1-662/771	=============..	0/0	85.86	92.75	vfdb	NP_752599	(entD) phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228)] [Escherichia coli CFT073]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	4228896	4231136	-	fepA	1-2241/2241	===============	0/0	100.00	98.88	vfdb	NP_752600	(fepA) ferrienterobactin outer membrane transporter [Enterobactin (VF0228)] [Escherichia coli CFT073]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	4231379	4232581	+	fes	1-1203/1203	===============	0/0	100.00	99.75	vfdb	NP_752602	(fes) enterobactin/ferric enterobactin esterase [enterobactin (IA019)] [Escherichia coli CFT073]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	4232799	4236652	+	entF	1-3854/3882	===============	0/0	99.28	98.36	vfdb	NP_752604	(entF) enterobactin synthase multienzyme complex component ATP-dependent [Enterobactin (VF0228)] [Escherichia coli CFT073]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	4238026	4238841	-	fepC	1-816/816	===============	0/0	100.00	99.39	vfdb	NP_752606	(fepC) ferrienterobactin ABC transporter ATPase [Enterobactin (VF0228)] [Escherichia coli CFT073]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	4238838	4239830	-	fepG	1-993/993	===============	0/0	100.00	99.80	vfdb	NP_752607	(fepG) iron-enterobactin ABC transporter permease [Enterobactin (VF0228)] [Escherichia coli CFT073]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	4239827	4240843	-	fepD	1-1017/1017	===============	0/0	100.00	99.51	vfdb	NP_752608	(fepD) ferrienterobactin ABC transporter permease [Enterobactin (VF0228)] [Escherichia coli CFT073]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	4240942	4242192	+	entS	1-1251/1251	===============	0/0	100.00	98.80	vfdb	NP_752609	(entS) enterobactin exporter iron-regulated [enterobactin (IA019)] [Escherichia coli CFT073]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	4242196	4243152	-	fepB	1-957/957	===============	0/0	100.00	99.79	vfdb	NP_752610	(fepB) ferrienterobactin ABC transporter periplasmic binding protein [Enterobactin (VF0228)] [Escherichia coli CFT073]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	4243329	4244516	+	entC	1-1188/1188	===============	0/0	100.00	99.66	vfdb	NP_752611	(entC) isochorismate synthase 1 [Enterobactin (VF0228)] [Escherichia coli CFT073]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	4244526	4246136	+	entE	1-1611/1611	===============	0/0	100.00	99.13	vfdb	NP_752612	(entE) 23-dihydroxybenzoate-AMP ligase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228)] [Escherichia coli CFT073]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	4246150	4247007	+	entB	1-858/858	===============	0/0	100.00	99.18	vfdb	NP_752613	(entB) isochorismatase [Enterobactin (VF0228)] [Escherichia coli CFT073]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	4247007	4247753	+	entA	1-747/747	===============	0/0	100.00	98.39	vfdb	NP_752614	(entA) 23-dihydro-23-dihydroxybenzoate dehydrogenase [Enterobactin (VF0228)] [Escherichia coli CFT073]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	4605473	4606513	-	ompA	1-1041/1041	===============	0/0	100.00	99.52	vfdb	AAF37887	(ompA) outer membrane protein A [OmpA (VF0236)] [Escherichia coli O18:K1:H7 str. RS218]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	4673484	4674317	-	csgG	1-834/834	===============	0/0	100.00	83.33	vfdb	NP_460110	(csgG) curli production assembly/transport protein CsgG [Agf (VF0103)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	4674344	4674760	-	csgF	1-417/417	========/======	3/8	99.04	80.76	vfdb	NP_460111	(csgF) curli production assembly/transport protein CsgF [Agf (VF0103)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	4675179	4675829	-	csgD	1-651/651	===============	0/0	100.00	81.26	vfdb	NP_460113	(csgD) DNA-binding transcriptional regulator CsgD [curli fibers/thin aggregative fimbriae (AGF) (AI094)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_1	4676582	4677037	+	csgB	1-456/456	========/======	2/2	99.78	83.59	vfdb	NP_460114	(csgB) minor curlin subunit precursor curli nucleator protein CsgB [Agf (VF0103)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
AI-5395_18_18_assembly.fasta	AI-5395_18_18_2	74814	75952	-	senB	2-1140/1140	===============	0/0	99.91	99.74	vfdb	YP_406304	(senB) enterotoxin [ShET2 (VF0258)] [Shigella flexneri 2a str. 301]	
AI-5395_19_19_assembly.fasta	AI-5395_19_19_7	31117	31870	-	yagV/ecpE	1-754/756	===============	0/0	99.74	96.95	vfdb	NP_286006	(yagV/ecpE) E. coli common pilus chaperone EcpE [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
AI-5395_19_19_assembly.fasta	AI-5395_19_19_7	31794	33437	-	yagW/ecpD	1-1644/1644	===============	0/0	100.00	98.54	vfdb	NP_286007	(yagW/ecpD) polymerized tip adhesin of ECP fibers [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
AI-5395_19_19_assembly.fasta	AI-5395_19_19_7	33427	35952	-	yagX/ecpC	1-2526/2526	===============	0/0	100.00	98.73	vfdb	NP_286008	(yagX/ecpC) E. coli common pilus usher EcpC [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
AI-5395_19_19_assembly.fasta	AI-5395_19_19_7	35978	36646	-	yagY/ecpB	1-669/669	===============	0/0	100.00	98.50	vfdb	NP_286009	(yagY/ecpB) E. coli common pilus chaperone EcpB [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
AI-5395_19_19_assembly.fasta	AI-5395_19_19_7	36703	37290	-	yagZ/ecpA	1-588/588	===============	0/0	100.00	99.32	vfdb	NP_286010	(yagZ/ecpA) E. coli common pilus structural subunit EcpA [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
AI-5395_19_19_assembly.fasta	AI-5395_19_19_7	37365	37955	-	ykgK/ecpR	1-591/591	===============	0/0	100.00	97.63	vfdb	NP_286011	(ykgK/ecpR) regulator protein EcpR [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933]	
AI-5395_19_19_assembly.fasta	AI-5395_19_19_7	40976	45201	+	fdeC	1-4229/4251	========/======	1/3	99.41	91.20	vfdb	YP_002390132	(fdeC) adhesin FdeC [FdeC (VF0506)] [Escherichia coli O45:K1:H7 str. S88]	
AI-5395_19_19_assembly.fasta	AI-5395_19_19_7	338642	339412	-	entD	1-771/771	===============	0/0	100.00	94.03	vfdb	NP_752599	(entD) phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228)] [Escherichia coli CFT073]	
AI-5395_19_19_assembly.fasta	AI-5395_19_19_7	339437	341677	-	fepA	1-2241/2241	===============	0/0	100.00	96.79	vfdb	NP_752600	(fepA) ferrienterobactin outer membrane transporter [Enterobactin (VF0228)] [Escherichia coli CFT073]	
AI-5395_19_19_assembly.fasta	AI-5395_19_19_7	341920	343122	+	fes	1-1203/1203	===============	0/0	100.00	96.76	vfdb	NP_752602	(fes) enterobactin/ferric enterobactin esterase [enterobactin (IA019)] [Escherichia coli CFT073]	
AI-5395_19_19_assembly.fasta	AI-5395_19_19_7	343340	347193	+	entF	1-3854/3882	===============	0/0	99.28	95.64	vfdb	NP_752604	(entF) enterobactin synthase multienzyme complex component ATP-dependent [Enterobactin (VF0228)] [Escherichia coli CFT073]	
AI-5395_19_19_assembly.fasta	AI-5395_19_19_7	348567	349382	-	fepC	1-816/816	===============	0/0	100.00	96.81	vfdb	NP_752606	(fepC) ferrienterobactin ABC transporter ATPase [Enterobactin (VF0228)] [Escherichia coli CFT073]	
AI-5395_19_19_assembly.fasta	AI-5395_19_19_7	349379	350371	-	fepG	1-993/993	===============	0/0	100.00	94.56	vfdb	NP_752607	(fepG) iron-enterobactin ABC transporter permease [Enterobactin (VF0228)] [Escherichia coli CFT073]	
AI-5395_19_19_assembly.fasta	AI-5395_19_19_7	350368	351384	-	fepD	1-1017/1017	===============	0/0	100.00	95.77	vfdb	NP_752608	(fepD) ferrienterobactin ABC transporter permease [Enterobactin (VF0228)] [Escherichia coli CFT073]	
AI-5395_19_19_assembly.fasta	AI-5395_19_19_7	351483	352733	+	entS	1-1251/1251	===============	0/0	100.00	95.84	vfdb	NP_752609	(entS) enterobactin exporter iron-regulated [enterobactin (IA019)] [Escherichia coli CFT073]	
AI-5395_19_19_assembly.fasta	AI-5395_19_19_7	352737	353693	-	fepB	1-957/957	===============	0/0	100.00	97.28	vfdb	NP_752610	(fepB) ferrienterobactin ABC transporter periplasmic binding protein [Enterobactin (VF0228)] [Escherichia coli CFT073]	
AI-5395_19_19_assembly.fasta	AI-5395_19_19_7	354056	355243	+	entC	1-1188/1188	===============	0/0	100.00	97.56	vfdb	NP_752611	(entC) isochorismate synthase 1 [Enterobactin (VF0228)] [Escherichia coli CFT073]	
AI-5395_19_19_assembly.fasta	AI-5395_19_19_7	355253	356863	+	entE	1-1611/1611	===============	0/0	100.00	95.84	vfdb	NP_752612	(entE) 23-dihydroxybenzoate-AMP ligase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228)] [Escherichia coli CFT073]	
AI-5395_19_19_assembly.fasta	AI-5395_19_19_7	356877	357734	+	entB	1-858/858	===============	0/0	100.00	97.44	vfdb	NP_752613	(entB) isochorismatase [Enterobactin (VF0228)] [Escherichia coli CFT073]	
AI-5395_19_19_assembly.fasta	AI-5395_19_19_7	357734	358480	+	entA	1-747/747	===============	0/0	100.00	95.98	vfdb	NP_752614	(entA) 23-dihydro-23-dihydroxybenzoate dehydrogenase [Enterobactin (VF0228)] [Escherichia coli CFT073]	
AI-5395_19_19_assembly.fasta	AI-5395_19_19_7	783075	784127	-	ompA	1-1041/1041	========/======	1/12	100.00	94.30	vfdb	AAF37887	(ompA) outer membrane protein A [OmpA (VF0236)] [Escherichia coli O18:K1:H7 str. RS218]	
AI-5395_19_19_assembly.fasta	AI-5395_19_19_7	863745	864578	-	csgG	1-834/834	===============	0/0	100.00	83.09	vfdb	NP_460110	(csgG) curli production assembly/transport protein CsgG [Agf (VF0103)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
AI-5395_19_19_assembly.fasta	AI-5395_19_19_7	864605	865021	-	csgF	1-417/417	========/======	3/8	99.04	81.23	vfdb	NP_460111	(csgF) curli production assembly/transport protein CsgF [Agf (VF0103)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
AI-5395_19_19_assembly.fasta	AI-5395_19_19_7	865440	866090	-	csgD	1-651/651	===============	0/0	100.00	81.11	vfdb	NP_460113	(csgD) DNA-binding transcriptional regulator CsgD [curli fibers/thin aggregative fimbriae (AGF) (AI094)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
AI-5395_19_19_assembly.fasta	AI-5395_19_19_7	866844	867299	+	csgB	1-456/456	========/======	2/2	99.78	83.81	vfdb	NP_460114	(csgB) minor curlin subunit precursor curli nucleator protein CsgB [Agf (VF0103)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
AI-5395_19_19_assembly.fasta	AI-5395_19_19_7	1382128	1383183	-	espR1	198-1253/1260	..=============	0/0	83.81	93.94	vfdb	NP_287686	(espR1) Type III secretion system effector espR1 [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]	
AI-5395_19_19_assembly.fasta	AI-5395_19_19_7	1682321	1684189	+	espL1	1-1899/1899	========/======	2/30	98.42	95.26	vfdb	NP_288154	(espL1) Type III secretion system effector espL1 [LEE encoded T3SS (SS020)] [Escherichia coli O157:H7 str. EDL933]	
AI-5395_19_19_assembly.fasta	AI-5395_19_19_7	3004587	3005009	-	gspM	1-423/423	===============	0/0	100.00	94.09	vfdb	YP_404609	(gspM) general secretion pathway protein M [T2SS (VF0333)] [Shigella dysenteriae Sd197]	
AI-5395_19_19_assembly.fasta	AI-5395_19_19_7	3005125	3005985	-	gspL	1-861/861	===============	0/0	100.00	97.21	vfdb	YP_404608	(gspL) general secretion pathway protein L [T2SS (VF0333)] [Shigella dysenteriae Sd197]	
